"Awarding Organisation","Title","Qualification Number","Status","Type","Level","Sector Subject Area","Included in performance tables","Certificates"
"SFJ Awards","SFJ Awards Level 4 Certificate In Leading the Internal Quality Assurance of Assessment Processes and Practice","600/8384/0","Available to learners","Other Vocational Qualification","Level 4","Education and Training","No",25
"SFJ Awards","SFJ Awards Level 3 Certificate In Learning and Development","600/8390/6","Available to learners","Occupational Qualification","Level 3","Education and Training","No",45
"SFJ Awards","SFJ Awards Level 3 Certificate In Fire Safety (Fire Auditors)","600/8395/5","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",40
"SFJ Awards","SFJ Awards Level 4 Certificate In Fire Safety (Fire Auditors)","600/8396/7","Available to learners","Occupational Qualification","Level 4","Health, Public Services and Care","No",10
"SFJ Awards","SFJ Awards Level 4 Diploma In Fire Safety (Fire Inspectors)","600/8407/8","Available to learners","Occupational Qualification","Level 4","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 Certificate In Providing Initial Legal Information and Advice","600/9010/8","No longer awarded","Occupational Qualification","Level 3","Business, Administration and Law","No",5
"SFJ Awards","SFJ Awards Level 5 Certificate In Fire Investigation","600/9032/7","No longer available to new learners","Occupational Qualification","Level 5","Health, Public Services and Care","No",30
"SFJ Awards","SFJ Awards Level 3 Award In Providing Initial Legal Advice","600/9033/9","No longer available to new learners","Occupational Qualification","Level 3","Business, Administration and Law","No",5
"SFJ Awards","SFJ Awards Level 2 Certificate In Supporting Legal Advice Provision","600/9034/0","No longer awarded","Occupational Qualification","Level 2","Business, Administration and Law","No",5
"SFJ Awards","SFJ Awards Level 3 Award In Water Awareness for Water Rescue Personnel","600/9122/8","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 Award For Water Rescue First Responder","600/9123/X","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",15
"SFJ Awards","SFJ Awards Level 3 Award For Water Rescue Technician","600/9124/1","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",10
"SFJ Awards","SFJ Awards Level 3 Diploma In Courts and Tribunals Clerking","600/9256/7","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",5
"SFJ Awards","SFJ Awards Level 3 Diploma In Intelligence Analysis","600/9347/X","No longer awarded","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 5 Diploma In Criminal Investigation of Serious and Complex Crime","600/9399/7","Available to learners","Occupational Qualification","Level 5","Health, Public Services and Care","No",100
"SFJ Awards","SFJ Awards Level 5 Diploma In Probation Practice","600/9449/7","No longer available to new learners","Occupational Qualification","Level 5","Health, Public Services and Care","No",5
"SFJ Awards","SFJ Awards Level 3 Diploma In Probation Practice","600/9681/0","No longer available to new learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",105
"SFJ Awards","SFJ Awards Level 3 Award In Education and Training","601/0281/0","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",225
"SFJ Awards","SFJ Awards Level 2 NVQ Certificate In Team Leading","601/0378/4","No longer available to new learners","Occupational Qualification","Level 2","Business, Administration and Law","No",5
"SFJ Awards","SFJ Awards Level 3 Diploma In Further Examination and Investigation for Border Enforcement","601/0534/3","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 5 NVQ Diploma In Management","601/0539/2","No longer available to new learners","Occupational Qualification","Level 5","Business, Administration and Law","No",10
"SFJ Awards","SFJ Awards Level 3 Diploma In Border Enforcement at the Primary Control Point","601/0547/1","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 Diploma In Border Enforcement in the Secondary Control Area","601/0548/3","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 NVQ Certificate In Management","601/0745/5","No longer available to new learners","Occupational Qualification","Level 3","Business, Administration and Law","No",5
"SFJ Awards","SFJ Awards Level 2 Award In Fire and Rescue Services in the Community","601/0787/X","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",15
"SFJ Awards","SFJ Awards Level 2 Certificate In Fire and Rescue Services in the Community","601/0788/1","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",5
"SFJ Awards","SFJ Awards Level 3 Certificate in Problem Solving in Community Safety","601/0994/4","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",75
"SFJ Awards","SFJ Awards Level 2 NVQ Certificate in Customer Service","601/1023/5","No longer available to new learners","Occupational Qualification","Level 2","Business, Administration and Law","No",0
"SFJ Awards","SFJ Awards Level 3 Certificate In Working with Victims, Survivors and Witnesses","601/1039/9","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 4 Diploma In Working with Victims, Survivors and Witnesses","601/1040/5","Available to learners","Occupational Qualification","Level 4","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 NVQ Diploma in Customer Service","601/1109/4","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",10
"SFJ Awards","SFJ Awards Level 3 Diploma In Working with Victims, Survivors and Witnesses","601/1194/X","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 2 NVQ Diploma in Business and Administration","601/1246/3","No longer available to new learners","Occupational Qualification","Level 2","Business, Administration and Law","No",0
"SFJ Awards","SFJ Awards Level 3 NVQ Diploma in Business & Administration","601/1257/8","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",0
"SFJ Awards","SFJ Awards Level 3 NVQ Certificate in Business and Administration","601/1417/4","No longer available to new learners","Occupational Qualification","Level 3","Business, Administration and Law","No",0
"SFJ Awards","SFJ Awards Level 4 Diploma in Learning and Development","601/1679/1","Available to learners","Occupational Qualification","Level 4","Education and Training","No",10
"SFJ Awards","SFJ Awards Level 3 Award for Reporting Fire Risk in Residential Properties","601/1680/8","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",70
"SFJ Awards","SFJ Awards Level 4 Certificate for Fire Risk Management in Complex Residential Properties","601/1682/1","Available to learners","Vocationally-Related Qualification","Level 4","Health, Public Services and Care","No",10
"SFJ Awards","SFJ Awards Level 2 Certificate in Knowledge of Community Fire Safety","601/1901/9","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",15
"SFJ Awards","SFJ Awards Level 2 Certificate in Delivering Community Safety Activities","601/1902/0","Available to learners","Occupational Qualification","Level 2","Health, Public Services and Care","No",15
"SFJ Awards","SFJ Awards Level 4 Certificate in Education and Training","601/2040/X","Available to learners","Occupational Qualification","Level 4","Education and Training","No",40
"SFJ Awards","SFJ Awards Level 3 Diploma in Emergency Fire and Rescue Services Operations in the Community","601/2603/6","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",75
"SFJ Awards","SFJ Awards Level 3 NVQ Certificate in Emergency Fire Services Control Operations","601/2709/0","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",5
"SFJ Awards","SFJ Awards Level 2 Certificate in Supporting Access to Legal Advice","601/2761/2","No longer available to new learners","Occupational Qualification","Level 2","Business, Administration and Law","No",5
"SFJ Awards","SFJ Awards Level 3 Award in Compartment Fire Behaviour Training","601/2762/4","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",115
"SFJ Awards","SFJ Awards Level 3 Certificate in Compartment Fire Behaviour Training","601/2763/6","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 Certificate in Fisheries and Marine Enforcement","601/2853/7","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 4 Diploma in Youth Justice Services","601/3173/1","No longer available to new learners","Occupational Qualification","Level 4","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 Diploma in Immigration Enforcement","601/3243/7","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 4 Award in Understanding the External Quality Assurance of Assessment Processes and Practice","601/3268/1","Available to learners","Vocationally-Related Qualification","Level 4","Education and Training","No",10
"SFJ Awards","SFJ Awards Level 4 Award in the External Quality Assurance of Assessment Processes and Practice","601/3269/3","Available to learners","Other Vocational Qualification","Level 4","Education and Training","No",0
"SFJ Awards","SFJ Awards Level 4 Certificate in Knowledge of Defence Intelligence Operations","601/3610/8","Available to learners","Vocationally-Related Qualification","Level 4","Health, Public Services and Care","No",95
"SFJ Awards","SFJ Awards Level 4 Diploma in Intelligence Operations","601/3611/X","Available to learners","Occupational Qualification","Level 4","Health, Public Services and Care","No",70
"SFJ Awards","SFJ Awards Level 3 Diploma for Contact Management in Policing","601/3835/X","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 2 Diploma in Customer Service","601/4310/1","Available to learners","Occupational Qualification","Level 2","Business, Administration and Law","No",30
"SFJ Awards","SFJ Awards Level 3 Award in Application and Theory of Positive Pressure Ventilation Training","601/4355/1","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",35
"SFJ Awards","SFJ Awards Level 5 Diploma in Early Intervention and Family Support","601/4491/9","Available to learners","Occupational Qualification","Level 5","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 6 Diploma in Early Intervention and Family Support Supervision","601/4504/3","Available to learners","Occupational Qualification","Level 6","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 3 Diploma in the Management and Care of Individuals in the Custodial Environment","601/5367/2","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",3815
"SFJ Awards","SFJ Awards Level 3 Award in Understanding the Core Knowledge needed by those who work with Children and Young People in Custodial Environments","601/5513/9","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",0
"SFJ Awards","SFJ Awards Level 4 Certificate in Community Rehabilitation","601/5723/9","Available to learners","Occupational Qualification","Level 4","Health, Public Services and Care","No",20
"SFJ Awards","SFJ Awards Level 5 Certificate in Managing Investigations into Serious and Complex Crime","601/5850/5","Available to learners","Occupational Qualification","Level 5","Health, Public Services and Care","No",5
